transaction_entity,entity_id,amount,currency,fee (exclusive tax),tax,debit,credit,payment_method,entity_created_at,payment_captured_at,order_id,settlement_id,settled_at,settlement_utr,settled_by
payment,pay_Q1017ab,978.04,INR,19.56,3.52,0.00,954.96,upi,2026-08-23 10:00:00,2026-08-23 10:01:00,order_Q1016xz,setl_S004,2026-08-23 13:00:00,HDFCINBB2026800333,Razorpay
payment,pay_Q1018ab,2880.20,INR,57.60,10.37,0.00,2812.23,card,2026-08-23 10:07:00,2026-08-23 10:08:00,order_Q1017xz,setl_S004,2026-08-23 13:00:00,HDFCINBB2026800333,Razorpay
payment,pay_Q1019ab,486.19,INR,9.72,1.75,0.00,474.72,card,2026-08-23 10:14:00,2026-08-23 10:15:00,order_Q1018xz,setl_S004,2026-08-23 13:00:00,HDFCINBB2026800333,Razorpay
payment,pay_Q1020ab,470.81,INR,9.42,1.70,0.00,459.69,card,2026-08-23 10:21:00,2026-08-23 10:22:00,order_Q1019xz,setl_S004,2026-08-23 13:00:00,HDFCINBB2026800333,Razorpay
payment,pay_Q1021ab,1890.43,INR,37.81,6.81,0.00,1845.81,upi,2026-08-23 10:28:00,2026-08-23 10:29:00,order_Q1020xz,setl_S004,2026-08-23 13:00:00,HDFCINBB2026800333,Razorpay
payment,pay_Q1022ab,2243.25,INR,44.87,8.08,0.00,2190.30,netbanking,2026-08-24 10:00:00,2026-08-24 10:01:00,order_Q1021xz,setl_S005,2026-08-24 13:00:00,HDFCINBB2026800444,Razorpay
payment,pay_Q1023ab,549.51,INR,10.99,1.98,0.00,536.54,card,2026-08-24 10:07:00,2026-08-24 10:08:00,order_Q1022xz,setl_S005,2026-08-24 13:00:00,HDFCINBB2026800444,Razorpay
payment,pay_Q1024ab,420.64,INR,8.41,1.51,0.00,410.72,card,2026-08-24 10:14:00,2026-08-24 10:15:00,order_Q1023xz,setl_S005,2026-08-24 13:00:00,HDFCINBB2026800444,Razorpay
payment,pay_Q1025ab,2522.33,INR,50.45,9.08,0.00,2462.80,netbanking,2026-08-24 10:21:00,2026-08-24 10:22:00,order_Q1024xz,setl_S005,2026-08-24 13:00:00,HDFCINBB2026800444,Razorpay
payment,pay_Q1026ab,2679.26,INR,53.59,9.65,0.00,2616.02,card,2026-08-24 10:28:00,2026-08-24 10:29:00,order_Q1025xz,setl_S005,2026-08-24 13:00:00,HDFCINBB2026800444,Razorpay
payment,pay_Q1027ab,1816.59,INR,36.33,6.54,0.00,1773.72,netbanking,2026-08-25 10:00:00,2026-08-25 10:01:00,order_Q1026xz,setl_S006,2026-08-25 13:00:00,HDFCINBB2026800555,Razorpay
payment,pay_Q1028ab,394.75,INR,7.90,1.42,0.00,385.43,netbanking,2026-08-25 10:07:00,2026-08-25 10:08:00,order_Q1027xz,setl_S006,2026-08-25 13:00:00,HDFCINBB2026800555,Razorpay
payment,pay_Q1029ab,838.12,INR,16.76,3.02,0.00,818.34,card,2026-08-25 10:14:00,2026-08-25 10:15:00,order_Q1028xz,setl_S006,2026-08-25 13:00:00,HDFCINBB2026800555,Razorpay
payment,pay_Q1030ab,2958.62,INR,59.17,10.65,0.00,2888.80,upi,2026-08-25 10:21:00,2026-08-25 10:22:00,order_Q1029xz,setl_S006,2026-08-25 13:00:00,HDFCINBB2026800555,Razorpay
payment,pay_Q1031ab,2626.15,INR,52.52,9.45,0.00,2564.18,card,2026-08-25 10:28:00,2026-08-25 10:29:00,order_Q1030xz,setl_S006,2026-08-25 13:00:00,HDFCINBB2026800555,Razorpay
payment,pay_Q1032ab,978.33,INR,19.57,3.52,0.00,955.24,netbanking,2026-08-26 10:00:00,2026-08-26 10:01:00,order_Q1031xz,setl_S007,2026-08-26 13:00:00,HDFCINBB2026800666,Razorpay
payment,pay_Q1033ab,2535.51,INR,50.71,9.13,0.00,2475.67,upi,2026-08-26 10:07:00,2026-08-26 10:08:00,order_Q1032xz,setl_S007,2026-08-26 13:00:00,HDFCINBB2026800666,Razorpay
payment,pay_Q1034ab,1236.51,INR,24.73,4.45,0.00,1207.33,upi,2026-08-26 10:14:00,2026-08-26 10:15:00,order_Q1033xz,setl_S007,2026-08-26 13:00:00,HDFCINBB2026800666,Razorpay
payment,pay_Q1035ab,2076.49,INR,41.53,7.48,0.00,2027.48,netbanking,2026-08-26 10:21:00,2026-08-26 10:22:00,order_Q1034xz,setl_S007,2026-08-26 13:00:00,HDFCINBB2026800666,Razorpay
payment,pay_Q1036ab,2822.63,INR,56.45,10.16,0.00,2756.02,netbanking,2026-08-26 10:28:00,2026-08-26 10:29:00,order_Q1035xz,setl_S007,2026-08-26 13:00:00,HDFCINBB2026800666,Razorpay
payment,pay_Q1037ab,399.93,INR,8.00,1.44,0.00,390.49,netbanking,2026-08-27 10:00:00,2026-08-27 10:01:00,order_Q1036xz,setl_S008,2026-08-27 13:00:00,HDFCINBB2026800777,Razorpay
payment,pay_Q1038ab,679.19,INR,13.58,2.44,0.00,663.17,netbanking,2026-08-27 10:07:00,2026-08-27 10:08:00,order_Q1037xz,setl_S008,2026-08-27 13:00:00,HDFCINBB2026800777,Razorpay
payment,pay_Q1039ab,885.47,INR,17.71,3.19,0.00,864.57,card,2026-08-27 10:14:00,2026-08-27 10:15:00,order_Q1038xz,setl_S008,2026-08-27 13:00:00,HDFCINBB2026800777,Razorpay
payment,pay_Q1040ab,1262.48,INR,25.25,4.54,0.00,1232.69,netbanking,2026-08-27 10:21:00,2026-08-27 10:22:00,order_Q1039xz,setl_S008,2026-08-27 13:00:00,HDFCINBB2026800777,Razorpay
payment,pay_Q1041ab,2126.85,INR,42.54,7.66,0.00,2076.65,upi,2026-08-27 10:28:00,2026-08-27 10:29:00,order_Q1040xz,setl_S008,2026-08-27 13:00:00,HDFCINBB2026800777,Razorpay
payment,pay_Q1042ab,2116.92,INR,42.34,7.62,0.00,2066.96,upi,2026-08-28 10:00:00,2026-08-28 10:01:00,order_Q1041xz,setl_S009,2026-08-28 13:00:00,HDFCINBB2026800888,Razorpay
payment,pay_Q1043ab,841.33,INR,16.83,3.03,0.00,821.47,upi,2026-08-28 10:07:00,2026-08-28 10:08:00,order_Q1042xz,setl_S009,2026-08-28 13:00:00,HDFCINBB2026800888,Razorpay
payment,pay_Q1044ab,2454.13,INR,49.08,8.83,0.00,2396.22,card,2026-08-28 10:14:00,2026-08-28 10:15:00,order_Q1043xz,setl_S009,2026-08-28 13:00:00,HDFCINBB2026800888,Razorpay
payment,pay_Q1045ab,949.67,INR,18.99,3.42,0.00,927.26,upi,2026-08-28 10:21:00,2026-08-28 10:22:00,order_Q1044xz,setl_S009,2026-08-28 13:00:00,HDFCINBB2026800888,Razorpay
payment,pay_Q1046ab,2756.78,INR,55.14,9.93,0.00,2691.71,netbanking,2026-08-29 10:00:00,2026-08-29 10:01:00,order_Q1045xz,setl_S010,2026-08-29 13:00:00,HDFCINBB2026800999,Razorpay
payment,pay_Q1047ab,2653.83,INR,53.08,9.55,0.00,2591.20,card,2026-08-29 10:07:00,2026-08-29 10:08:00,order_Q1046xz,setl_S010,2026-08-29 13:00:00,HDFCINBB2026800999,Razorpay
payment,pay_Q1048ab,795.35,INR,15.91,2.86,0.00,776.58,card,2026-08-29 10:14:00,2026-08-29 10:15:00,order_Q1047xz,setl_S010,2026-08-29 13:00:00,HDFCINBB2026800999,Razorpay
payment,pay_Q1049ab,1307.77,INR,26.16,4.71,0.00,1276.90,netbanking,2026-08-29 10:21:00,2026-08-29 10:22:00,order_Q1048xz,setl_S010,2026-08-29 13:00:00,HDFCINBB2026800999,Razorpay
payment,pay_Q1050ab,1484.79,INR,29.70,5.35,0.00,1449.74,card,2026-08-29 10:28:00,2026-08-29 10:29:00,order_Q1049xz,setl_S010,2026-08-29 13:00:00,HDFCINBB2026800999,Razorpay
payment,pay_Q1051ab,590.96,INR,11.82,2.13,0.00,577.01,netbanking,2026-08-29 10:35:00,2026-08-29 10:36:00,order_Q1050xz,setl_S010,2026-08-29 13:00:00,HDFCINBB2026800999,Razorpay
payment,,500.00,INR,10.00,1.80,0.00,488.20,upi,2026-08-30 10:05:00,2026-08-30 10:06:00,order_QBAD002,setl_S099,2026-08-31 12:00:00,HDFCINBB20269999,Razorpay
